Score,Steps,Bombs_placed,Invalid_moves,Epsilon
1,84,8,7,0.03
7,320,28,20,0.03
0,69,4,5,0.03
0,161,1,7,0.03
1,28,2,3,0.03
0,20,2,4,0.03
2,47,5,7,0.03
0,34,3,6,0.03
6,400,23,37,0.03
9,400,34,40,0.03
1,24,3,6,0.03
2,158,10,11,0.02
0,123,1,8,0.02
2,95,9,10,0.02
1,64,4,7,0.02
1,69,3,4,0.02
7,400,30,41,0.02
2,400,14,15,0.02
4,252,17,16,0.02
2,94,8,10,0.02
8,369,32,24,0.02
1,126,7,12,0.02
2,131,7,10,0.02
8,400,39,31,0.02
2,81,9,12,0.02
3,163,15,16,0.02
3,127,14,15,0.02
2,172,11,13,0.02
2,65,4,8,0.02
0,15,2,5,0.02
4,155,13,6,0.02
8,400,41,30,0.02
1,41,2,3,0.02
1,22,2,1,0.02
0,400,4,14,0.02
0,127,1,5,0.02
0,46,1,4,0.02
1,400,7,6,0.02
1,32,2,4,0.02
0,292,1,7,0.02
0,400,2,11,0.01
4,400,12,7,0.01
1,362,3,8,0.01
1,400,1,13,0.01
0,400,2,9,0.01
0,89,1,3,0.01
8,400,29,30,0.01
0,82,4,5,0.01
8,400,36,27,0.01
0,61,2,5,0.01
1,34,3,6,0.01
9,400,41,31,0.01
2,59,5,7,0.01
2,183,8,12,0.01
6,196,17,11,0.01
0,77,5,2,0.01
6,252,20,11,0.01
1,98,2,12,0.01
0,158,3,9,0.01
3,400,13,39,0.01
1,400,4,11,0.01
1,400,4,13,0.01
2,400,6,25,0.01
0,400,0,11,0.01
0,180,3,9,0.01
5,400,15,24,0.01
1,74,4,4,0.01
3,400,12,15,0.01
0,9,1,3,0.01
0,52,3,5,0.01
4,190,15,11,0.01
1,67,3,5,0.01
0,42,3,5,0.01
5,400,23,12,0.01
0,226,3,3,0.01
0,234,1,5,0.01
0,77,1,5,0.01
1,194,3,2,0.01
2,390,6,13,0.01
7,358,20,32,0.01
1,369,13,29,0.01
0,400,0,3,0.01
0,125,1,4,0.01
2,74,8,6,0.01
1,41,3,7,0.01
0,54,4,9,0.01
2,126,15,12,0.01
1,61,7,14,0.01
8,332,32,17,0.01
5,146,13,19,0.01
3,329,19,12,0.01
0,22,3,6,0.01
4,195,22,19,0.01
9,373,31,25,0.01
8,400,33,35,0.01
0,6,1,1,0.01
5,400,21,15,0.01
2,75,9,2,0.01
0,68,3,2,0.01
2,80,5,9,0.01
6,208,19,12,0.01
6,290,28,34,0.01
0,49,1,5,0.01
8,400,35,31,0.01
8,400,37,33,0.01
2,92,8,9,0.01
0,34,3,7,0.01
9,380,38,30,0.01
0,11,1,3,0.01
0,23,3,6,0.01
5,400,28,34,0.01
7,400,35,36,0.01
0,52,3,5,0.01
8,293,23,22,0.01
3,195,18,19,0.01
0,11,1,2,0.01
5,96,11,18,0.01
3,106,9,4,0.01
0,31,3,5,0.01
4,161,13,9,0.01
9,393,38,28,0.01
0,53,4,5,0.01
5,400,11,15,0.01
0,56,3,3,0.01
0,33,1,3,0.01
5,225,16,23,0.01
1,129,7,10,0.01
2,92,7,3,0.01
8,261,23,18,0.01
3,299,21,19,0.01
8,400,34,35,0.01
0,185,8,13,0.01
0,21,1,4,0.01
0,198,3,6,0.01
1,260,8,12,0.01
0,169,1,13,0.01
0,361,2,21,0.01
0,400,0,5,0.01
0,400,0,10,0.01
0,400,1,14,0.01
0,400,0,11,0.01
0,400,1,15,0.01
0,400,0,11,0.01
0,400,0,10,0.01
0,400,1,5,0.01
1,400,2,23,0.01
0,400,0,18,0.01
0,85,1,2,0.01
0,400,6,70,0.01
9,260,24,16,0.01
2,284,7,19,0.01
1,92,3,7,0.01
3,165,9,8,0.01
1,71,7,5,0.01
5,239,15,16,0.01
4,148,12,14,0.01
0,72,9,7,0.01
1,48,5,6,0.01
8,370,36,33,0.01
5,208,20,23,0.01
2,193,8,7,0.01
0,22,1,4,0.01
0,100,6,14,0.01
4,264,20,34,0.01
8,400,37,29,0.01
1,102,6,9,0.01
4,195,21,23,0.01
9,333,34,35,0.01
6,205,20,27,0.01
0,19,2,1,0.01
5,226,22,24,0.01
0,22,3,3,0.01
0,39,3,4,0.01
2,120,15,15,0.01
1,24,3,3,0.01
9,400,46,36,0.01
1,62,7,9,0.01
8,400,39,23,0.01
1,71,7,3,0.01
0,40,3,6,0.01
9,400,37,40,0.7
0,18,2,6,0.68
0,10,1,2,0.66
0,11,1,5,0.62
0,10,1,1,0.6
1,41,2,16,0.54
0,16,2,5,0.53
0,6,1,3,0.52
0,52,3,14,0.44
0,18,2,6,0.42
0,50,6,14,0.38
0,36,4,9,0.35
0,5,1,3,0.35
0,34,3,10,0.32
0,13,1,2,0.31
0,23,3,7,0.3
0,63,6,18,0.27
0,11,1,3,0.26
0,42,3,15,0.24
1,46,3,5,0.23
2,42,5,7,0.23
0,37,4,3,0.22
0,6,1,1,0.21
0,16,2,2,0.21
3,115,13,20,0.19
0,36,1,7,0.18
0,39,3,4,0.18
5,199,15,30,0.15
0,79,5,10,0.14
2,92,9,8,0.13
0,15,2,4,0.13
1,115,6,13,0.12
0,5,1,3,0.12
1,50,6,14,0.11
0,115,3,22,0.11
0,7,1,3,0.11
0,26,2,6,0.1
7,308,27,22,0.09
2,160,11,12,0.09
0,12,1,1,0.08
1,79,5,3,0.08
2,103,4,3,0.08
6,134,15,15,0.08
2,143,11,20,0.07
0,13,1,2,0.07
2,113,9,14,0.07
3,69,7,8,0.07
5,236,25,11,0.06
0,17,2,1,0.06
3,55,5,4,0.06
4,235,11,16,0.06
0,41,1,3,0.05
0,25,1,3,0.05
6,185,10,14,0.05
0,140,1,11,0.05
1,187,7,20,0.05
0,400,4,19,0.04
0,400,0,16,0.04
0,400,1,22,0.04
3,400,13,38,0.03
0,49,1,3,0.03
0,129,1,4,0.03
0,400,0,10,0.03
0,34,1,1,0.03
0,14,1,4,0.03
0,11,1,3,0.03
0,87,1,4,0.03
0,190,1,9,0.03
0,400,4,22,0.03
0,47,3,4,0.03
1,99,2,7,0.03
6,233,17,31,0.03
2,49,5,9,0.03
1,64,3,7,0.03
6,237,20,39,0.02
2,73,9,7,0.02
0,31,4,11,0.02
2,198,24,30,0.02
0,15,2,1,0.02
0,47,4,4,0.02
0,23,2,1,0.02
2,46,5,7,0.02
5,206,21,14,0.02
1,32,3,5,0.02
0,45,3,5,0.02
0,39,3,4,0.02
5,155,16,6,0.02
9,400,38,30,0.02
3,87,7,11,0.02
6,206,20,11,0.02
9,385,37,30,0.02
2,125,11,8,0.02
5,150,17,20,0.02
4,119,13,9,0.02
3,106,11,18,0.02
0,8,1,1,0.02
0,7,1,2,0.02
9,400,27,24,0.02
2,177,9,16,0.02
1,56,5,8,0.02
0,17,2,4,0.02
0,227,4,8,0.02
0,218,3,6,0.02
0,400,0,3,0.02
7,386,22,11,0.02
0,296,1,6,0.02
3,303,11,26,0.02
0,128,4,5,0.02
2,140,11,10,0.02
2,80,6,10,0.02
6,218,24,17,0.02
4,134,15,16,0.01
0,30,3,4,0.01
9,379,40,31,0.01
9,374,33,16,0.01
2,99,12,9,0.01
1,38,5,9,0.01
4,148,17,20,0.01
6,175,18,8,0.01
6,82,7,6,0.01
0,39,3,5,0.01
9,340,34,15,0.01
0,28,4,4,0.01
0,42,6,4,0.01
1,28,3,7,0.01
9,348,34,16,0.01
7,294,25,13,0.01
1,43,5,2,0.01
0,51,6,3,0.01
6,237,23,28,0.01
9,358,32,21,0.01
3,164,16,22,0.01
9,400,43,21,0.01
1,94,5,9,0.01
2,91,11,10,0.01
5,178,14,20,0.01
1,127,7,14,0.01
