0,5,1,3,0.08
0,64,8,5,0.08
0,54,6,3,0.07
0,59,5,5,0.07
1,50,5,3,0.07
2,80,8,11,0.07
0,11,1,2,0.07
0,26,3,1,0.07
3,83,10,11,0.07
1,101,7,5,0.07
2,50,4,3,0.07
3,74,7,5,0.06
0,41,4,4,0.06
2,121,15,19,0.06
4,139,17,19,0.06
1,56,6,6,0.06
0,62,8,8,0.06
1,55,7,9,0.05
2,40,5,5,0.05
2,187,15,9,0.05
1,41,3,10,0.05
5,291,16,12,0.05
2,107,12,8,0.05
2,92,8,4,0.05
1,90,9,8,0.04
0,27,4,9,0.04
1,52,5,5,0.04
0,10,1,2,0.04
1,98,6,6,0.04
0,53,3,7,0.04
4,265,11,9,0.04
1,95,6,4,0.04
3,400,17,11,0.04
0,29,4,3,0.04
0,23,2,1,0.04
4,178,13,7,0.04
2,98,11,9,0.03
1,69,8,6,0.03
0,5,1,2,0.03
0,25,3,2,0.03
1,51,6,5,0.03
6,160,16,13,0.03
2,63,8,5,0.03
1,59,7,2,0.03
3,74,9,9,0.03
1,48,6,6,0.03
0,57,5,3,0.03
3,73,8,3,0.03
1,70,9,9,0.03
1,95,9,8,0.03
5,174,10,7,0.03
5,194,21,13,0.03
3,94,10,6,0.03
1,245,11,5,0.03
0,46,4,4,0.03
4,133,12,9,0.03
3,171,10,7,0.03
2,98,9,3,0.03
4,247,17,9,0.03
1,213,14,7,0.03
0,61,7,7,0.02
1,56,5,2,0.02
2,144,11,8,0.02
3,155,9,5,0.02
1,37,2,3,0.02
1,31,4,0,0.02
1,76,10,9,0.5
0,11,1,3,0.48
0,11,1,4,0.46
0,24,2,7,0.43
0,6,1,4,0.42
0,27,3,8,0.38
0,27,2,8,0.36
1,54,7,12,0.33
0,6,1,3,0.32
0,5,1,3,0.32
0,7,1,4,0.31
0,41,4,6,0.29
0,5,1,4,0.29
1,44,4,9,0.27
2,109,10,16,0.23
1,127,4,16,0.19
2,37,3,9,0.18
1,35,3,6,0.18
1,128,8,16,0.16
0,28,1,2,0.16
2,54,6,5,0.15
0,37,5,8,0.15
1,18,2,4,0.14
2,47,4,6,0.14
0,55,7,4,0.13
0,21,3,5,0.13
3,66,5,4,0.13
