0,36,2,15,0.78
0,6,1,1,0.76
0,9,1,5,0.74
0,12,1,7,0.7
0,30,1,13,0.62
0,15,1,5,0.6
0,14,1,6,0.56
0,10,1,2,0.55
0,5,1,2,0.54
0,8,1,3,0.53
0,18,2,5,0.51
0,8,1,3,0.5
0,96,6,26,0.41
0,20,1,4,0.39
0,19,1,1,0.37
0,8,1,3,0.37
0,8,1,3,0.36
0,57,1,11,0.33
0,110,1,19,0.28
0,23,1,5,0.26
0,44,1,4,0.25
0,7,1,2,0.25
0,31,1,8,0.23
0,21,1,5,0.23
0,14,1,1,0.22
0,46,1,3,0.21
1,41,3,7,0.2
0,16,1,3,0.2
0,16,1,1,0.19
0,33,1,5,0.19
0,17,1,5,0.18
2,221,6,26,0.15
0,46,1,1,0.15
0,11,1,3,0.15
0,94,1,7,0.14
0,44,2,5,0.13
0,160,1,12,0.12
0,8,1,1,0.12
0,163,1,10,0.11
0,32,1,3,0.11
0,161,1,12,0.1
0,5,1,3,0.1
0,116,2,3,0.1
0,86,1,1,0.09
0,10,1,4,0.09
0,31,2,13,0.09
1,318,7,62,0.07
0,214,1,16,0.07
0,5,1,1,0.07
0,260,3,30,0.06
0,400,4,32,0.05
0,400,3,91,0.05
0,400,2,124,0.05
0,207,2,39,0.04
0,15,1,4,0.04
0,400,2,116,0.04
0,400,0,7,0.04
1,400,2,95,0.03
0,400,1,41,0.03
0,400,0,58,0.03
0,346,6,101,0.03
0,400,2,128,0.03
0,400,2,186,0.02
1,400,1,147,0.02
0,400,3,115,0.02
0,400,0,67,0.02
0,400,2,110,0.02
0,235,3,67,0.02
0,44,3,5,0.02
1,400,3,171,0.02
0,400,2,198,0.02
0,119,1,35,0.02
0,272,2,77,0.02
0,174,2,59,0.02
0,38,1,5,0.02
0,291,3,114,0.02
1,400,3,136,0.02
1,400,1,77,0.02
1,192,2,45,0.02
0,366,1,103,0.02
0,400,2,85,0.02
0,400,2,55,0.01
1,400,2,36,0.01
0,42,1,3,0.01
1,400,1,27,0.01
0,400,1,10,0.01
0,400,1,20,0.01
0,400,1,8,0.01
0,9,1,0,0.01
0,400,0,6,0.01
0,159,1,0,0.01
0,189,1,0,0.01
0,42,1,1,0.01
0,400,0,3,0.01
0,400,0,2,0.01
0,400,0,1,0.01
0,297,2,4,0.01
0,202,1,0,0.01
1,400,1,13,0.01
0,400,1,1,0.5
0,14,1,5,0.48
0,22,1,8,0.46
0,32,1,8,0.42
0,7,1,1,0.42
0,31,1,12,0.38
0,47,3,9,0.35
0,5,1,2,0.34
0,53,2,10,0.31
0,19,1,1,0.3
0,30,1,4,0.29
0,77,4,10,0.26
0,39,2,4,0.24
0,45,3,4,0.23
0,10,1,3,0.22
0,5,1,2,0.22
0,101,3,15,0.19
0,55,3,6,0.19
0,54,2,7,0.18
0,26,2,1,0.17
0,25,1,4,0.17
0,44,5,4,0.17
0,53,4,3,0.16
0,24,3,4,0.16
0,41,5,4,0.15
0,30,2,4,0.15
1,79,8,11,0.14
0,37,5,6,0.14
1,31,3,3,0.14
0,55,5,7,0.13
0,23,3,4,0.13
0,48,6,7,0.13
0,41,4,6,0.12
0,38,3,4,0.12
0,75,6,7,0.12
0,25,3,4,0.12
1,58,5,4,0.11
0,25,3,3,0.11
0,34,4,2,0.11
0,50,5,4,0.11
0,35,5,6,0.1
0,31,4,6,0.1
0,35,3,6,0.1
0,13,2,3,0.1
0,45,5,12,0.1
1,27,3,4,0.1
0,31,3,1,0.1
0,20,3,4,0.1
0,22,3,3,0.09
0,18,2,1,0.09
0,47,6,8,0.09
0,5,1,4,0.09
0,22,3,6,0.09
1,47,6,4,0.09
1,31,4,9,0.09
0,25,3,7,0.09
1,56,7,7,0.09
0,28,4,9,0.08
0,23,3,4,0.08
1,71,9,14,0.08
0,7,1,2,0.08
1,20,3,4,0.08
0,14,2,3,0.08
0,28,4,5,0.08
0,14,2,6,0.08
1,27,3,1,0.08
0,21,3,6,0.08
0,5,1,4,0.08
0,60,6,5,0.07
1,40,3,2,0.07
0,53,5,5,0.07
0,67,5,6,0.07
1,32,4,7,0.07
1,52,5,12,0.07
1,21,2,3,0.07
3,66,5,6,0.07
0,13,2,3,0.07
1,25,2,1,0.07
0,28,3,4,0.07
0,20,3,4,0.07
0,14,2,2,0.07
0,46,6,9,0.07
0,20,3,7,0.07
1,28,3,3,0.07
1,25,3,4,0.07
0,27,3,7,0.06
0,21,3,13,0.06
0,5,1,4,0.06
0,6,1,4,0.06
0,21,3,2,0.06
0,21,3,7,0.06
0,36,5,15,0.06
1,23,3,5,0.06
0,13,2,5,0.06
1,49,6,16,0.06
0,34,4,3,0.06
1,25,3,4,0.06
1,17,2,3,0.06
0,108,10,15,0.06
0,7,1,4,0.06
3,77,7,11,0.5
0,28,3,11,0.47
0,15,2,0,0.46
0,7,1,2,0.45
0,6,1,3,0.44
0,30,4,9,0.41
0,19,2,6,0.39
0,10,1,4,0.38
0,9,1,3,0.37
0,18,2,6,0.36
0,75,3,16,0.32
0,7,1,2,0.31
0,19,2,6,0.29
0,27,1,9,0.28
1,47,4,9,0.25
0,27,3,1,0.25
0,6,1,0,0.25
0,24,3,5,0.24
0,34,2,2,0.23
0,60,6,10,0.23
0,11,1,4,0.22
0,44,3,3,0.21
0,85,4,8,0.2
0,29,3,4,0.19
2,64,4,8,0.18
0,157,2,12,0.15
0,25,1,3,0.14
0,42,3,4,0.14
0,9,1,2,0.14
0,94,5,7,0.13
1,35,3,9,0.13
0,50,3,4,0.12
0,21,1,4,0.12
0,119,4,12,0.11
0,17,1,1,0.11
2,110,6,9,0.1
0,155,5,14,0.1
0,66,2,4,0.1
1,128,8,8,0.09
0,23,1,1,0.09
1,400,9,18,0.08
0,20,1,3,0.07
3,322,12,7,0.07
1,78,3,4,0.07
0,30,3,5,0.07
1,179,8,5,0.06
1,160,5,4,0.06
1,75,4,4,0.06
0,13,1,2,0.06
0,21,2,5,0.06
1,320,9,15,0.05
0,10,1,1,0.05
0,155,5,10,0.05
1,74,3,4,0.05
0,29,3,0,0.05
2,231,10,13,0.05
0,32,1,4,0.05
1,75,9,14,0.05
0,7,1,2,0.05
0,54,6,8,0.05
0,7,1,2,0.05
0,15,1,0,0.05
1,52,5,6,0.04
1,53,5,8,0.04
1,36,5,6,0.04
0,20,3,1,0.04
0,16,1,3,0.04
1,28,3,3,0.04
0,39,4,5,0.04
1,66,6,1,0.04
2,63,6,5,0.04
3,250,8,4,0.04
3,73,6,6,0.04
1,97,7,8,0.04
0,15,2,2,0.04
2,66,7,10,0.04
0,115,6,7,0.04
5,185,14,12,0.04
0,78,1,6,0.04
3,199,5,6,0.04
1,91,8,10,0.03
0,53,3,6,0.03
4,196,14,9,0.03
2,147,12,7,0.03
2,59,5,5,0.03
9,399,20,17,0.03
3,144,13,9,0.03
2,82,8,7,0.03
0,98,8,8,0.03
1,138,8,17,0.03
0,400,0,2,0.03
1,127,11,6,0.03
1,51,6,6,0.03
0,31,3,0,0.03
5,152,13,10,0.02
0,13,1,4,0.02
1,58,7,12,0.02
2,59,7,4,0.02
0,22,3,6,0.02
0,400,8,8,0.02
1,141,14,7,0.5
0,18,1,4,0.48
0,11,1,3,0.47
0,14,1,3,0.45
0,35,1,12,0.42
1,65,5,12,0.38
0,40,2,14,0.35
3,117,4,17,0.29
0,47,1,7,0.28
0,70,3,11,0.27
0,13,2,4,0.26
0,36,2,7,0.25
0,84,10,10,0.22
3,161,11,18,0.19
3,118,7,14,0.17
4,170,12,13,0.15
1,400,1,27,0.12
0,106,7,9,0.11
1,343,9,19,0.09
2,400,10,18,0.08
3,153,11,8,0.08
0,289,3,17,0.07
0,184,3,11,0.06
0,338,4,15,0.06
1,250,8,3,0.05
2,156,4,11,0.05
2,216,8,10,0.05
0,400,4,10,0.04
2,400,8,10,0.04
0,132,1,8,0.04
4,400,9,7,0.04
6,363,19,13,0.03
3,167,9,5,0.03
0,400,3,12,0.03
2,400,10,6,0.03
3,81,6,2,0.03
2,360,13,5,0.03
0,400,2,5,0.02
0,400,9,2,0.02
3,400,7,5,0.02
1,400,3,8,0.02
0,209,5,4,0.02
0,62,1,5,0.02
0,400,1,6,0.02
0,400,0,1,0.02
5,400,15,5,0.02
0,208,2,3,0.02
4,97,9,5,0.02
8,400,30,10,0.02
0,64,5,4,0.02
0,22,3,1,0.02
3,366,17,13,0.02
2,182,11,5,0.02
1,400,8,6,0.02
0,400,0,3,0.02
1,284,6,7,0.02
6,342,17,6,0.02
2,111,9,1,0.02
2,269,9,8,0.01
2,400,17,11,0.01
0,292,1,4,0.01
1,82,8,4,0.01
1,400,3,7,0.01
0,72,1,5,0.01
0,120,5,4,0.01
4,400,18,11,0.01
0,296,1,8,0.01
0,47,1,4,0.01
1,175,4,1,0.01
0,400,0,1,0.01
0,337,1,6,0.01
0,400,0,0,0.01
0,400,12,13,0.01
1,75,8,11,0.01
0,41,5,4,0.01
1,61,5,7,0.01
0,88,7,10,0.01
1,18,2,3,0.01
0,320,6,8,0.01
4,400,8,6,0.01
1,400,9,17,0.01
4,330,15,10,0.01
0,400,1,4,0.01
0,202,1,5,0.01
1,207,5,2,0.01
0,400,0,1,0.01
0,168,5,10,0.01
0,400,0,1,0.01
1,90,7,7,0.01
1,118,11,11,0.01
1,99,8,8,0.01
0,301,1,5,0.01
0,43,1,0,0.01
1,400,5,9,0.01
2,344,7,4,0.01
0,181,1,4,0.01
1,383,5,4,0.01
0,55,1,4,0.01
0,400,0,2,0.01
0,400,0,2,0.01
0,130,5,5,0.5
0,9,1,3,0.49
0,10,1,5,0.48
0,42,4,9,0.44
0,68,1,15,0.38
0,60,4,10,0.35
0,55,2,4,0.32
1,27,2,8,0.3
0,6,1,3,0.3
0,26,1,7,0.29
0,69,3,12,0.26
1,89,4,16,0.24
0,47,2,11,0.22
1,179,4,12,0.19
0,81,1,11,0.17
0,45,1,5,0.17
1,78,4,11,0.15
0,16,1,5,0.15
1,127,9,6,0.14
0,30,1,4,0.13
1,173,4,9,0.12
0,246,3,13,0.1
0,115,2,6,0.1
3,381,8,14,0.08
2,400,8,6,0.07
1,400,5,13,0.06
0,217,1,12,0.06
0,94,1,5,0.06
1,400,7,11,0.05
0,400,5,7,0.05
0,400,1,11,0.04
1,400,6,10,0.04
0,400,0,4,0.04
1,29,3,4,0.04
0,33,1,3,0.04
1,121,5,6,0.03
1,278,7,6,0.03
1,400,4,12,0.03
0,400,0,6,0.03
2,367,9,9,0.03
0,400,1,11,0.02
5,215,10,3,0.02
2,400,7,4,0.02
0,7,1,4,0.02
2,303,10,1,0.02
1,400,1,1,0.02
0,148,3,4,0.02
2,115,6,2,0.02
0,323,9,6,0.02
3,327,12,12,0.02
0,52,5,2,0.02
4,202,4,6,0.02
3,132,12,6,0.02
0,353,4,6,0.02
1,137,4,4,0.02
0,400,0,4,0.02
0,76,1,5,0.02
0,400,1,5,0.02
0,209,5,5,0.02
0,115,1,6,0.02
0,105,1,4,0.02
0,400,0,3,0.02
0,400,1,3,0.02
5,198,11,4,0.01
4,400,12,7,0.01
5,400,21,8,0.01
0,27,4,1,0.01
1,54,7,5,0.01
1,174,6,4,0.01
0,158,1,6,0.01
2,400,7,3,0.01
0,400,0,2,0.01
0,119,1,4,0.01
0,318,1,4,0.01
0,286,1,4,0.01
4,400,6,3,0.01
0,400,0,2,0.01
1,184,6,4,0.01
0,400,0,1,0.01
2,54,5,6,0.01
0,87,1,4,0.01
5,113,9,1,0.01
2,84,10,4,0.01
6,400,27,7,0.01
4,400,21,17,0.01
1,400,1,4,0.01
2,167,9,0,0.01
0,400,0,3,0.01
0,332,1,4,0.01
4,400,21,5,0.01
1,400,2,4,0.01
0,400,1,4,0.01
0,140,1,5,0.01
0,11,1,4,0.01
2,74,7,3,0.01
2,400,10,11,0.01
0,400,0,2,0.01
1,47,5,0,0.01
5,382,20,13,0.01
0,400,0,1,0.01
1,36,4,2,0.5
0,5,1,4,0.5
0,36,3,9,0.46
0,69,3,15,0.4
0,5,1,4,0.39
0,31,2,6,0.36
0,5,1,1,0.35
0,20,1,6,0.35
1,50,4,11,0.31
0,14,1,4,0.31
0,23,1,6,0.3
