Score,Steps,Bombs_placed,Invalid_moves,Epsilon
4,94,5,5,0.01
1,185,8,10,0.01
7,130,6,6,0.01
3,236,5,6,0.01
1,124,4,10,0.01
3,312,17,10,0.01
2,124,9,4,0.01
3,245,11,11,0.01
3,164,7,6,0.01
1,51,5,6,0.01
4,296,9,6,0.01
2,229,13,8,0.01
1,78,5,7,0.01
2,127,7,9,0.01
1,51,5,3,0.01
1,59,3,6,0.01
5,400,32,20,0.01
2,219,8,3,0.01
1,52,5,0,0.01
3,400,18,9,0.01
0,14,2,1,0.01
3,83,7,8,0.01
0,30,4,5,0.01
2,288,20,12,0.01
2,244,17,7,0.01
6,400,32,17,0.01
2,57,6,4,0.01
1,130,10,8,0.01
3,128,8,9,0.01
4,400,32,11,0.01
3,391,28,20,0.01
2,370,28,16,0.01
4,157,11,5,0.01
2,400,39,14,0.01
1,72,6,7,0.01
3,322,25,8,0.01
1,249,15,14,0.01
1,237,11,6,0.01
2,231,12,14,0.01
0,142,2,12,0.01
6,324,25,19,0.01
4,190,11,14,0.01
2,108,7,7,0.01
1,400,31,8,0.01
2,400,32,13,0.01
4,400,22,23,0.01
1,55,5,7,0.01
3,287,12,9,0.01
0,145,3,8,0.01
0,121,3,5,0.01
1,400,8,9,0.01
2,106,4,13,0.01
2,239,17,6,0.01
2,194,7,3,0.01
3,282,16,6,0.01
7,196,7,9,0.01
0,244,9,10,0.01
1,299,3,2,0.01
4,400,28,1,0.01
1,86,3,0,0.01
2,214,12,12,0.01
9,400,21,15,0.01
4,229,8,11,0.01
1,378,17,17,0.01
0,97,1,3,0.01
2,144,4,6,0.01
1,28,3,2,0.01
0,101,1,5,0.01
9,255,18,11,0.01
0,333,18,17,0.01
3,357,11,7,0.01
1,121,8,4,0.01
7,234,18,5,0.01
4,156,11,10,0.01
0,37,2,6,0.01
4,101,7,2,0.01
8,400,15,7,0.01
6,281,25,11,0.01
2,374,18,9,0.01
1,86,3,1,0.01
4,400,29,14,0.01
0,76,5,6,0.01
0,62,1,1,0.01
2,51,3,6,0.01
1,400,15,11,0.01
2,334,25,10,0.01
9,400,33,25,0.01
3,400,28,16,0.01
5,312,22,5,0.01
1,400,30,13,0.01
2,150,9,6,0.01
10,400,14,11,0.01
4,235,13,6,0.01
0,312,16,14,0.01
3,102,4,2,0.01
3,322,13,8,0.01
3,400,32,19,0.01
1,400,12,11,0.01
2,99,4,13,0.01
2,45,5,6,0.01
1,400,22,14,0.01
3,157,7,11,0.01
3,186,9,5,0.01
3,151,5,6,0.01
2,59,6,5,0.01
1,79,5,9,0.01
0,87,3,12,0.01
2,120,9,3,0.01
4,180,9,17,0.01
1,168,11,5,0.01
2,340,12,6,0.01
7,74,7,3,0.01
1,83,8,5,0.01
3,95,9,7,0.01
7,227,14,5,0.01
3,85,5,2,0.01
7,400,26,15,0.01
4,400,31,11,0.01
0,69,1,2,0.01
2,142,10,13,0.01
4,400,28,12,0.01
0,25,1,3,0.01
3,400,38,31,0.01
2,400,34,16,0.01
1,70,5,3,0.01
1,196,7,6,0.01
0,243,10,15,0.01
2,382,14,13,0.01
0,90,6,6,0.01
9,294,27,6,0.01
12,335,22,9,0.01
1,94,7,9,0.01
2,126,5,6,0.01
0,400,31,19,0.01
1,205,8,5,0.01
1,48,2,0,0.01
3,173,16,11,0.01
0,400,23,14,0.01
8,137,8,8,0.01
3,245,16,12,0.01
1,121,6,4,0.01
2,136,6,5,0.01
1,400,33,19,0.01
6,279,21,3,0.01
12,400,27,11,0.01
0,9,1,2,0.01
2,90,7,5,0.01
9,287,25,14,0.01
0,31,1,2,0.01
10,306,26,14,0.01
3,82,8,2,0.01
0,25,3,7,0.01
2,80,6,8,0.01
0,27,1,4,0.01
2,146,10,6,0.01
9,387,34,24,0.01
3,101,7,11,0.01
0,6,1,1,0.01
3,183,5,14,0.01
5,133,7,6,0.01
9,143,10,12,0.01
2,146,9,4,0.01
1,132,13,8,0.01
1,306,18,19,0.01
2,208,11,7,0.01
2,128,8,8,0.01
0,196,8,10,0.01
0,31,3,6,0.01
2,400,37,26,0.01
1,321,12,10,0.01
5,271,14,7,0.01
0,11,1,2,0.01
0,104,1,5,0.01
2,84,6,4,0.01
1,400,20,8,0.01
2,400,22,6,0.01
2,78,6,8,0.01
2,193,10,7,0.01
2,400,28,14,0.01
1,96,4,5,0.01
0,41,3,4,0.01
0,97,8,5,0.01
0,14,1,1,0.01
1,56,1,3,0.01
0,90,1,6,0.01
3,263,11,10,0.01
7,400,23,7,0.01
3,323,20,9,0.01
0,69,7,6,0.01
2,98,9,9,0.01
4,400,34,14,0.01
3,400,29,11,0.01
0,62,5,5,0.01
0,96,1,2,0.01
2,126,8,8,0.01
1,70,4,11,0.01
3,54,5,1,0.01
4,164,12,9,0.01
0,400,31,13,0.01
7,400,25,12,0.01
4,264,14,10,0.01
6,175,13,6,0.01
0,131,2,9,0.01
3,400,32,17,0.01
0,45,2,5,0.01
1,83,6,6,0.01
1,251,17,11,0.01
1,79,2,13,0.01
1,38,5,4,0.01
3,400,36,27,0.01
1,63,6,1,0.01
4,180,14,5,0.01
4,231,15,3,0.01
7,183,16,11,0.01
8,400,28,15,0.01
3,72,5,9,0.01
3,118,10,13,0.01
2,400,27,14,0.01
0,84,4,6,0.01
3,400,30,17,0.01
4,276,14,6,0.01
3,183,16,11,0.01
1,37,4,5,0.01
7,173,14,9,0.01
2,77,6,6,0.01
1,314,17,19,0.01
0,72,2,2,0.01
0,63,3,4,0.01
0,302,9,14,0.01
3,332,25,11,0.01
2,237,13,10,0.01
0,70,6,1,0.01
2,97,3,3,0.01
2,247,13,12,0.01
5,300,12,9,0.01
1,400,27,20,0.01
0,27,1,3,0.01
0,7,1,3,0.01
2,400,24,15,0.01
3,359,16,12,0.01
0,134,7,5,0.01
3,82,5,1,0.01
2,60,6,7,0.01
1,58,6,8,0.01
2,71,4,7,0.01
0,46,3,6,0.01
0,63,3,5,0.01
